filename,cluster_label,shannon_index
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180930_000000_segment_6355.wav,-1,4.6851974
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20180929_000000_segment_274.wav,-1,4.7170568
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_49.wav,0,3.42803
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_60.wav,0,5.432948
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_249.wav,0,5.4349937
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_337.wav,0,5.5131946
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_55.wav,0,5.381813
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_58.wav,0,5.441735
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_51.wav,0,5.3457117
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_54.wav,0,5.352843
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_59.wav,0,5.3762884
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_357.wav,0,5.165621
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_56.wav,0,5.1820097
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_250.wav,0,5.420685
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_46.wav,0,5.3471417
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_248.wav,0,5.379504
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_48.wav,0,5.1576633
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_45.wav,0,5.412209
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_251.wav,0,5.38964
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_254.wav,0,5.3600903
C:\Users\alina\Desktop\Capstone Project\segmented_audio\nn01a_20181006_000000_segment_40.wav,0,5.303216
