filename,top_labels
nn01a_20180929_000000_segment_1033.wav,"[(np.str_('""Cricket""'), 0.41134920716285706), (np.str_('""Insect""'), 0.3992900252342224), (np.str_('""Animal""'), 0.2592915892601013), (np.str_('""Horse""'), 0.1352900266647339), (np.str_('""Clip-clop""'), 0.12076553702354431)]"
nn01a_20180929_000000_segment_1034.wav,"[(np.str_('""Animal""'), 0.34100162982940674), (np.str_('""Horse""'), 0.263378381729126), (np.str_('""Insect""'), 0.23868350684642792), (np.str_('""Cricket""'), 0.20767422020435333), (np.str_('""Clip-clop""'), 0.20124655961990356)]"
nn01a_20180929_000000_segment_1035.wav,"[(np.str_('""Animal""'), 0.3577980399131775), (np.str_('""Horse""'), 0.24781590700149536), (np.str_('""Cricket""'), 0.2255934625864029), (np.str_('""Clip-clop""'), 0.21689938008785248), (np.str_('""Insect""'), 0.21590955555438995)]"
nn01a_20180929_000000_segment_1036.wav,"[(np.str_('""Insect""'), 0.5610960125923157), (np.str_('""Cricket""'), 0.5288390517234802), (np.str_('""Animal""'), 0.18508756160736084), (np.str_('""Patter""'), 0.07477475702762604), (np.str_('""Outside'), 0.06141794100403786)]"
nn01a_20180929_000000_segment_1037.wav,"[(np.str_('""Cricket""'), 0.47633787989616394), (np.str_('""Insect""'), 0.4670027494430542), (np.str_('""Animal""'), 0.21437299251556396), (np.str_('""Horse""'), 0.09145327657461166), (np.str_('""Patter""'), 0.09057512879371643)]"
nn01a_20180929_000000_segment_1038.wav,"[(np.str_('""Insect""'), 0.3397728204727173), (np.str_('""Cricket""'), 0.32002708315849304), (np.str_('""Animal""'), 0.23699280619621277), (np.str_('""Horse""'), 0.08711917698383331), (np.str_('""Clip-clop""'), 0.07692160457372665)]"
nn01a_20180929_000000_segment_1039.wav,"[(np.str_('""Cricket""'), 0.2968425452709198), (np.str_('""Insect""'), 0.271466463804245), (np.str_('""Animal""'), 0.15675011277198792), (np.str_('""Horse""'), 0.06392085552215576), (np.str_('""Outside'), 0.05958901718258858)]"
nn01a_20180929_000000_segment_104.wav,"[(np.str_('""Animal""'), 0.23640067875385284), (np.str_('""Owl""'), 0.2143174558877945), (np.str_('""Frog""'), 0.1308775097131729), (np.str_('""Cricket""'), 0.11181998252868652), (np.str_('""Insect""'), 0.10330265760421753)]"
nn01a_20180929_000000_segment_1040.wav,"[(np.str_('""Animal""'), 0.2240915298461914), (np.str_('""Horse""'), 0.19656197726726532), (np.str_('""Clip-clop""'), 0.1621251404285431), (np.str_('""Cricket""'), 0.10205638408660889), (np.str_('""Insect""'), 0.08457934856414795)]"
nn01a_20180929_000000_segment_1041.wav,"[(np.str_('""Insect""'), 0.39695191383361816), (np.str_('""Cricket""'), 0.3845606744289398), (np.str_('""Animal""'), 0.2872826159000397), (np.str_('""Horse""'), 0.1234721764922142), (np.str_('""Clip-clop""'), 0.10454631596803665)]"
nn01a_20180929_000000_segment_1042.wav,"[(np.str_('""Animal""'), 0.455792635679245), (np.str_('""Horse""'), 0.35220712423324585), (np.str_('""Clip-clop""'), 0.33572280406951904), (np.str_('""Outside'), 0.09874963015317917), (np.str_('""Cricket""'), 0.09425416588783264)]"
nn01a_20180929_000000_segment_1043.wav,"[(np.str_('""Insect""'), 0.3591601848602295), (np.str_('""Animal""'), 0.35377493500709534), (np.str_('""Cricket""'), 0.3523181974887848), (np.str_('""Horse""'), 0.16690975427627563), (np.str_('""Clip-clop""'), 0.14995698630809784)]"
nn01a_20180929_000000_segment_1044.wav,"[(np.str_('""Animal""'), 0.2895303964614868), (np.str_('""Horse""'), 0.20922477543354034), (np.str_('""Clip-clop""'), 0.20683634281158447), (np.str_('""Speech""'), 0.09528759866952896), (np.str_('""Cricket""'), 0.08277590572834015)]"
nn01a_20180929_000000_segment_1045.wav,"[(np.str_('""Animal""'), 0.1355464905500412), (np.str_('""Speech""'), 0.12263001501560211), (np.str_('""Train""'), 0.11082351952791214), (np.str_('""Run""'), 0.1016785204410553), (np.str_('""Rail transport""'), 0.0897441878914833)]"
nn01a_20180929_000000_segment_1046.wav,"[(np.str_('""Animal""'), 0.2264908254146576), (np.str_('""Clip-clop""'), 0.1604747623205185), (np.str_('""Horse""'), 0.15898311138153076), (np.str_('""Train""'), 0.12222303450107574), (np.str_('""Speech""'), 0.10842854529619217)]"
nn01a_20180929_000000_segment_1047.wav,"[(np.str_('""Animal""'), 0.2659264802932739), (np.str_('""Horse""'), 0.21271272003650665), (np.str_('""Clip-clop""'), 0.19296954572200775), (np.str_('""Train""'), 0.1511169672012329), (np.str_('""Rail transport""'), 0.1263199746608734)]"
nn01a_20180929_000000_segment_1048.wav,"[(np.str_('""Animal""'), 0.17585749924182892), (np.str_('""Clip-clop""'), 0.16157081723213196), (np.str_('""Horse""'), 0.14727512001991272), (np.str_('""Music""'), 0.08237139880657196), (np.str_('""Speech""'), 0.06916648149490356)]"
nn01a_20180929_000000_segment_1049.wav,"[(np.str_('""Animal""'), 0.19791974127292633), (np.str_('""Horse""'), 0.19661395251750946), (np.str_('""Clip-clop""'), 0.19177116453647614), (np.str_('""Train""'), 0.1089562252163887), (np.str_('""Music""'), 0.09469540417194366)]"
nn01a_20180929_000000_segment_105.wav,"[(np.str_('""Animal""'), 0.2824476361274719), (np.str_('""Frog""'), 0.18383143842220306), (np.str_('""Owl""'), 0.1496327519416809), (np.str_('""Cricket""'), 0.07373371720314026), (np.str_('""Wild animals""'), 0.06793297827243805)]"
nn01a_20180929_000000_segment_1050.wav,"[(np.str_('""Horse""'), 0.40181964635849), (np.str_('""Animal""'), 0.39532312750816345), (np.str_('""Clip-clop""'), 0.3499143123626709), (np.str_('""Speech""'), 0.09445569664239883), (np.str_('""Livestock'), 0.050011806190013885)]"
nn01a_20180929_000000_segment_1051.wav,"[(np.str_('""Animal""'), 0.2123470902442932), (np.str_('""Horse""'), 0.1536816954612732), (np.str_('""Clip-clop""'), 0.14554297924041748), (np.str_('""Cricket""'), 0.08487790822982788), (np.str_('""Outside'), 0.07577512413263321)]"
nn01a_20180929_000000_segment_1052.wav,"[(np.str_('""Clip-clop""'), 0.2336350828409195), (np.str_('""Animal""'), 0.21971654891967773), (np.str_('""Horse""'), 0.21782268583774567), (np.str_('""Music""'), 0.113681860268116), (np.str_('""Speech""'), 0.10507363080978394)]"
nn01a_20180929_000000_segment_1053.wav,"[(np.str_('""Cricket""'), 0.28798097372055054), (np.str_('""Insect""'), 0.25535306334495544), (np.str_('""Animal""'), 0.13895872235298157), (np.str_('""Outside'), 0.04799824580550194), (np.str_('""Speech""'), 0.045830365270376205)]"
nn01a_20180929_000000_segment_1054.wav,"[(np.str_('""Cricket""'), 0.227971151471138), (np.str_('""Insect""'), 0.1932913362979889), (np.str_('""Animal""'), 0.13760939240455627), (np.str_('""Music""'), 0.06205236539244652), (np.str_('""Horse""'), 0.05887250229716301)]"
nn01a_20180929_000000_segment_1055.wav,"[(np.str_('""Animal""'), 0.3021288812160492), (np.str_('""Cricket""'), 0.19710825383663177), (np.str_('""Horse""'), 0.17710961401462555), (np.str_('""Insect""'), 0.1564042568206787), (np.str_('""Clip-clop""'), 0.1462487131357193)]"
nn01a_20180929_000000_segment_1056.wav,"[(np.str_('""Animal""'), 0.35735490918159485), (np.str_('""Cricket""'), 0.2139708399772644), (np.str_('""Insect""'), 0.18027238547801971), (np.str_('""Horse""'), 0.16016684472560883), (np.str_('""Clip-clop""'), 0.13529130816459656)]"
nn01a_20180929_000000_segment_1057.wav,"[(np.str_('""Animal""'), 0.33138424158096313), (np.str_('""Horse""'), 0.21800971031188965), (np.str_('""Clip-clop""'), 0.18407359719276428), (np.str_('""Cricket""'), 0.158112570643425), (np.str_('""Insect""'), 0.1483873426914215)]"
nn01a_20180929_000000_segment_1058.wav,"[(np.str_('""Animal""'), 0.38042253255844116), (np.str_('""Horse""'), 0.2105502188205719), (np.str_('""Cricket""'), 0.19351953268051147), (np.str_('""Clip-clop""'), 0.1871543973684311), (np.str_('""Insect""'), 0.17736682295799255)]"
nn01a_20180929_000000_segment_1059.wav,"[(np.str_('""Cricket""'), 0.3194286525249481), (np.str_('""Insect""'), 0.3075575530529022), (np.str_('""Animal""'), 0.2029561549425125), (np.str_('""Outside'), 0.06422050297260284), (np.str_('""Horse""'), 0.06254822015762329)]"
nn01a_20180929_000000_segment_106.wav,"[(np.str_('""Animal""'), 0.2002461552619934), (np.str_('""Owl""'), 0.18775945901870728), (np.str_('""Cricket""'), 0.08443871140480042), (np.str_('""Frog""'), 0.08262603729963303), (np.str_('""Insect""'), 0.07302296161651611)]"
nn01a_20180929_000000_segment_1060.wav,"[(np.str_('""Cricket""'), 0.3615453839302063), (np.str_('""Insect""'), 0.35931798815727234), (np.str_('""Animal""'), 0.28495460748672485), (np.str_('""Horse""'), 0.11821404844522476), (np.str_('""Clip-clop""'), 0.10986626893281937)]"
nn01a_20180929_000000_segment_1061.wav,"[(np.str_('""Cricket""'), 0.28328466415405273), (np.str_('""Animal""'), 0.2832047939300537), (np.str_('""Insect""'), 0.27674734592437744), (np.str_('""Horse""'), 0.11459960043430328), (np.str_('""Clip-clop""'), 0.10846594721078873)]"
nn01a_20180929_000000_segment_1062.wav,"[(np.str_('""Animal""'), 0.38966628909111023), (np.str_('""Cricket""'), 0.21622179448604584), (np.str_('""Insect""'), 0.19953492283821106), (np.str_('""Horse""'), 0.1987450271844864), (np.str_('""Clip-clop""'), 0.15070289373397827)]"
nn01a_20180929_000000_segment_1063.wav,"[(np.str_('""Animal""'), 0.31148117780685425), (np.str_('""Horse""'), 0.24372141063213348), (np.str_('""Clip-clop""'), 0.20071348547935486), (np.str_('""Cricket""'), 0.08062000572681427), (np.str_('""Outside'), 0.06556892395019531)]"
nn01a_20180929_000000_segment_1064.wav,"[(np.str_('""Animal""'), 0.27088305354118347), (np.str_('""Cricket""'), 0.24488888680934906), (np.str_('""Insect""'), 0.23933662474155426), (np.str_('""Horse""'), 0.13695165514945984), (np.str_('""Clip-clop""'), 0.12139322608709335)]"
nn01a_20180929_000000_segment_1065.wav,"[(np.str_('""Cricket""'), 0.349484384059906), (np.str_('""Insect""'), 0.3476288318634033), (np.str_('""Animal""'), 0.22755281627178192), (np.str_('""Horse""'), 0.09855450689792633), (np.str_('""Clip-clop""'), 0.09218229353427887)]"
nn01a_20180929_000000_segment_1066.wav,"[(np.str_('""Cricket""'), 0.446222722530365), (np.str_('""Insect""'), 0.42687293887138367), (np.str_('""Animal""'), 0.20365911722183228), (np.str_('""Horse""'), 0.0684695616364479), (np.str_('""Clip-clop""'), 0.061421915888786316)]"
nn01a_20180929_000000_segment_1067.wav,"[(np.str_('""Insect""'), 0.46011465787887573), (np.str_('""Cricket""'), 0.4402056932449341), (np.str_('""Animal""'), 0.2303159236907959), (np.str_('""Horse""'), 0.08368155360221863), (np.str_('""Clip-clop""'), 0.07160195708274841)]"
nn01a_20180929_000000_segment_1068.wav,"[(np.str_('""Insect""'), 0.39646047353744507), (np.str_('""Cricket""'), 0.37202534079551697), (np.str_('""Animal""'), 0.2544856071472168), (np.str_('""Horse""'), 0.13030779361724854), (np.str_('""Clip-clop""'), 0.11869223415851593)]"
nn01a_20180929_000000_segment_1069.wav,"[(np.str_('""Cricket""'), 0.3569962978363037), (np.str_('""Insect""'), 0.33562177419662476), (np.str_('""Animal""'), 0.2797991633415222), (np.str_('""Horse""'), 0.11985234916210175), (np.str_('""Clip-clop""'), 0.10354188084602356)]"
nn01a_20180929_000000_segment_107.wav,"[(np.str_('""Animal""'), 0.1736689805984497), (np.str_('""Frog""'), 0.16618379950523376), (np.str_('""Owl""'), 0.13335733115673065), (np.str_('""Cricket""'), 0.1160372719168663), (np.str_('""Insect""'), 0.10274412482976913)]"
nn01a_20180929_000000_segment_1070.wav,"[(np.str_('""Insect""'), 0.5167708992958069), (np.str_('""Cricket""'), 0.5022633075714111), (np.str_('""Animal""'), 0.15747588872909546), (np.str_('""Speech""'), 0.06179605796933174), (np.str_('""Outside'), 0.04886903613805771)]"
nn01a_20180929_000000_segment_1071.wav,"[(np.str_('""Insect""'), 0.29236936569213867), (np.str_('""Cricket""'), 0.27747854590415955), (np.str_('""Animal""'), 0.15517550706863403), (np.str_('""Outside'), 0.06719614565372467), (np.str_('""Clip-clop""'), 0.05883414298295975)]"
nn01a_20180929_000000_segment_1072.wav,"[(np.str_('""Cricket""'), 0.14719295501708984), (np.str_('""Insect""'), 0.12076818197965622), (np.str_('""Animal""'), 0.1172330379486084), (np.str_('""Vehicle""'), 0.1095830425620079), (np.str_('""Train""'), 0.07820603251457214)]"
nn01a_20180929_000000_segment_1073.wav,"[(np.str_('""Animal""'), 0.2655056416988373), (np.str_('""Horse""'), 0.14406760036945343), (np.str_('""Clip-clop""'), 0.1375548094511032), (np.str_('""Cricket""'), 0.13244251906871796), (np.str_('""Insect""'), 0.10641876608133316)]"
nn01a_20180929_000000_segment_1074.wav,"[(np.str_('""Animal""'), 0.32202818989753723), (np.str_('""Insect""'), 0.28631916642189026), (np.str_('""Cricket""'), 0.28335338830947876), (np.str_('""Horse""'), 0.13911017775535583), (np.str_('""Clip-clop""'), 0.12970653176307678)]"
nn01a_20180929_000000_segment_1075.wav,"[(np.str_('""Cricket""'), 0.4904805123806), (np.str_('""Insect""'), 0.48410946130752563), (np.str_('""Animal""'), 0.23704609274864197), (np.str_('""Horse""'), 0.09367464482784271), (np.str_('""Clip-clop""'), 0.08627330511808395)]"
nn01a_20180929_000000_segment_1076.wav,"[(np.str_('""Animal""'), 0.3290312588214874), (np.str_('""Horse""'), 0.20016905665397644), (np.str_('""Cricket""'), 0.1625060886144638), (np.str_('""Clip-clop""'), 0.15978612005710602), (np.str_('""Insect""'), 0.13298571109771729)]"
nn01a_20180929_000000_segment_1077.wav,"[(np.str_('""Cricket""'), 0.3301558792591095), (np.str_('""Insect""'), 0.30877140164375305), (np.str_('""Animal""'), 0.28065818548202515), (np.str_('""Horse""'), 0.12040036171674728), (np.str_('""Clip-clop""'), 0.0815248116850853)]"
nn01a_20180929_000000_segment_1078.wav,"[(np.str_('""Insect""'), 0.3408496379852295), (np.str_('""Cricket""'), 0.32507142424583435), (np.str_('""Animal""'), 0.19040153920650482), (np.str_('""Horse""'), 0.06281895935535431), (np.str_('""Jingle bell""'), 0.06250550597906113)]"
nn01a_20180929_000000_segment_1079.wav,"[(np.str_('""Insect""'), 0.3099396228790283), (np.str_('""Cricket""'), 0.30692437291145325), (np.str_('""Animal""'), 0.2702976167201996), (np.str_('""Horse""'), 0.14204005897045135), (np.str_('""Clip-clop""'), 0.11954008787870407)]"
nn01a_20180929_000000_segment_108.wav,"[(np.str_('""Animal""'), 0.19165083765983582), (np.str_('""Frog""'), 0.14188092947006226), (np.str_('""Cricket""'), 0.1159600019454956), (np.str_('""Owl""'), 0.11126025021076202), (np.str_('""Insect""'), 0.10362926125526428)]"
nn01a_20180929_000000_segment_1080.wav,"[(np.str_('""Insect""'), 0.46399185061454773), (np.str_('""Cricket""'), 0.4526275098323822), (np.str_('""Animal""'), 0.2550583481788635), (np.str_('""Horse""'), 0.11270134150981903), (np.str_('""Clip-clop""'), 0.1040128692984581)]"
nn01a_20180929_000000_segment_1081.wav,"[(np.str_('""Cricket""'), 0.315084308385849), (np.str_('""Insect""'), 0.312420517206192), (np.str_('""Animal""'), 0.2358357012271881), (np.str_('""Horse""'), 0.09055142849683762), (np.str_('""Music""'), 0.08033393323421478)]"
nn01a_20180929_000000_segment_1082.wav,"[(np.str_('""Insect""'), 0.7151666879653931), (np.str_('""Cricket""'), 0.7042942643165588), (np.str_('""Animal""'), 0.1143106073141098), (np.str_('""Outside'), 0.04146341234445572), (np.str_('""Environmental noise""'), 0.03658384457230568)]"
nn01a_20180929_000000_segment_1083.wav,"[(np.str_('""Animal""'), 0.47297191619873047), (np.str_('""Horse""'), 0.3374825417995453), (np.str_('""Clip-clop""'), 0.31097763776779175), (np.str_('""Cricket""'), 0.14411088824272156), (np.str_('""Insect""'), 0.13477633893489838)]"
nn01a_20180929_000000_segment_1084.wav,"[(np.str_('""Animal""'), 0.4000844359397888), (np.str_('""Horse""'), 0.2674315273761749), (np.str_('""Clip-clop""'), 0.24398377537727356), (np.str_('""Cricket""'), 0.20145036280155182), (np.str_('""Insect""'), 0.1925329864025116)]"
nn01a_20180929_000000_segment_1085.wav,"[(np.str_('""Animal""'), 0.28213948011398315), (np.str_('""Cricket""'), 0.15993504226207733), (np.str_('""Horse""'), 0.15608175098896027), (np.str_('""Insect""'), 0.14570236206054688), (np.str_('""Clip-clop""'), 0.12153765559196472)]"
